"58891288_0_1117541047012405958","1","http://dbpedia.org/ontology/Film"
"8468806_0_4382447409703007384","1","http://dbpedia.org/ontology/Lake"
"50245608_0_871275842592178099","0","http://dbpedia.org/ontology/Film"
"14067031_0_559833072073397908","1","http://dbpedia.org/ontology/Language"
"8286121_0_8471791395229161598","0","http://dbpedia.org/ontology/Country"
"39759273_0_1427898308030295194","1","http://dbpedia.org/ontology/Film"
"14380604_4_3329235705746762392","1","http://dbpedia.org/ontology/Company"
"20135078_0_7570343137119682530","3","http://dbpedia.org/ontology/Person"
"29414811_6_8221428333921653560","1","http://dbpedia.org/ontology/VideoGame"
"34041816_1_4749054164534706977","2","http://dbpedia.org/ontology/City"
"14067031_0_559833072073397908","7","http://dbpedia.org/ontology/Currency"
"71137051_0_8039724067857124984","0","http://dbpedia.org/ontology/Bird"
"29414811_2_4773219892816395776","1","http://dbpedia.org/ontology/VideoGame"
"99070098_0_2074872741302696997","1","http://dbpedia.org/ontology/Mountain"
"35188621_0_6058553107571275232","3","http://dbpedia.org/ontology/Person"
"43237185_1_3636357855502246981","3","http://dbpedia.org/ontology/Scientist"
"50245608_0_871275842592178099","3","http://dbpedia.org/ontology/Person"
"46671561_0_6122315295162029872","0","http://dbpedia.org/ontology/VideoGame"
"29414811_6_8221428333921653560","4","http://dbpedia.org/ontology/Company"
"11833461_1_3811022039809817402","0","http://dbpedia.org/ontology/VideoGame"
"21245481_0_8730460088443117515","1","http://dbpedia.org/ontology/Lake"
"38428277_0_1311643810102462607","3","http://dbpedia.org/ontology/Person"
"13719111_1_5719401842463579519","0","http://dbpedia.org/ontology/Bird"
"77694908_0_6083291340991074532","1","http://dbpedia.org/ontology/Film"
"20135078_0_7570343137119682530","1","http://dbpedia.org/ontology/Film"
"43237185_1_3636357855502246981","0","http://dbpedia.org/ontology/Scientist"
"88523363_0_8180214313099580515","0","http://dbpedia.org/ontology/Plant"
"1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2","0","http://dbpedia.org/ontology/Mountain"
"58891288_0_1117541047012405958","3","http://dbpedia.org/ontology/Person"
"25404227_0_2240631045609013057","3","http://dbpedia.org/ontology/Person"
"9475172_1_1023126399856690702","1","http://dbpedia.org/ontology/TelevisionShow"
"60319454_0_3938426910282115527","0","http://dbpedia.org/ontology/Animal"
"52299421_0_4473286348258170200","1","http://dbpedia.org/ontology/Country"
"37856682_0_6818907050314633217","0","http://dbpedia.org/ontology/AdministrativeRegion"
"77694908_0_6083291340991074532","3","http://dbpedia.org/ontology/Person"
"39759273_0_1427898308030295194","3","http://dbpedia.org/ontology/Person"
"29414811_2_4773219892816395776","4","http://dbpedia.org/ontology/Company"
"29414811_13_8724394428539174350","2","http://dbpedia.org/ontology/Genre"
"33401079_0_9127583903019856402","0","http://dbpedia.org/ontology/Person"
"26310680_0_5150772059999313798","1","http://dbpedia.org/ontology/Currency"
"10579449_0_1681126353774891032","1","http://dbpedia.org/ontology/Newspaper"
"29414811_6_8221428333921653560","2","http://dbpedia.org/ontology/Genre"
"84548468_0_5955155464119382182","3","http://dbpedia.org/ontology/Person"
"55004961_0_2904467548072189860","0","http://dbpedia.org/ontology/Country"
"63450419_0_8012592961815711786","1","http://dbpedia.org/ontology/Plant"
"39107734_2_2329160387535788734","1","http://dbpedia.org/ontology/Airport"
"29414811_12_251152470253168163","4","http://dbpedia.org/ontology/Company"
"91959037_0_7907661684242014480","1","http://dbpedia.org/ontology/VideoGame"
"75367212_2_2745466355267233390","1","http://dbpedia.org/ontology/Company"
"84575189_0_6365692015941409487","2","http://dbpedia.org/ontology/AcademicJournal"
"14380604_4_3329235705746762392","2","http://dbpedia.org/ontology/PopulatedPlace"
"40534006_0_4617468856744635526","1","http://dbpedia.org/ontology/Wrestler"
"29414811_13_8724394428539174350","4","http://dbpedia.org/ontology/Company"
"1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5","0","http://dbpedia.org/ontology/PoliticalParty"
"84548468_0_5955155464119382182","1","http://dbpedia.org/ontology/Film"
"8468806_0_4382447409703007384","2","http://dbpedia.org/ontology/Country"
"35188621_0_6058553107571275232","1","http://dbpedia.org/ontology/Film"
"22864497_0_8632623712684511496","0","http://dbpedia.org/ontology/VideoGame"
"1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2","0","http://dbpedia.org/ontology/Cricketer"
"14067031_0_559833072073397908","5","http://dbpedia.org/ontology/City"
"29414811_12_251152470253168163","2","http://dbpedia.org/ontology/Genre"
"88523363_0_8180214313099580515","2","http://dbpedia.org/ontology/Eukaryote"
"28086084_0_3127660530989916727","0","http://dbpedia.org/ontology/Saint"
"50245608_0_871275842592178099","4","http://dbpedia.org/ontology/Writer"
"9834884_0_3871985887467090123","1","http://dbpedia.org/ontology/Museum"
"69881946_0_1105130426898457358","1","http://dbpedia.org/ontology/Film"
"25404227_0_2240631045609013057","1","http://dbpedia.org/ontology/Film"
"75367212_2_2745466355267233390","2","http://dbpedia.org/ontology/Company"
"39650055_5_7135804139753401681","1","http://dbpedia.org/ontology/Company"
"29414811_2_4773219892816395776","2","http://dbpedia.org/ontology/Genre"
"16767252_0_2409448375013995751","3","http://dbpedia.org/ontology/Person"
"71840765_0_6664391841933033844","0","http://dbpedia.org/ontology/Lake"
"36102169_0_7739454799295072814","1","http://dbpedia.org/ontology/Company"
"26310680_0_5150772059999313798","0","http://dbpedia.org/ontology/Country"
